Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Austria,AUT,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.329714979,0.335849117,0.2814093,0.350661599,0.799180108,0.624961238,0.615894964,0.55361458,0.510337289,0.817312964,0.723595969,0.722310513,0.663615354,0.526984367,0.513020321,0.459909394,0.207428527,0.165262548,0.169487753,0.177210316,0.586610956,0.436923594,0.327676147,0.351217636,0.344019402,0.312225247,0.353881852,0.346915264,0.274313505,0.25622342,0.3754843,0.34421342,0.376620335,0.391597985,0.344524038,0.4071324,0.461658521,0.509586709,0.56657662,0.350520917,0.445351681,0.464846506,0.431961896,0.403243381,0.35251281,
Azerbaijan,AZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.35215674,32.33136527,55.15682681,44.63952994,39.40474358,42.98944426,47.5423394,64.57829304,68.35480013,63.69069304,65.60183893,43.82536364,47.72190533,45.8207067,40.41904497,36.40693353,28.67576391,
Burundi,BDI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.356508729,5.09541004,6.176988191,8.945901696,8.453309299,9.419665201,8.215649007,9.838156181,8.623638428,8.692694181,9.728290263,7.40223256,10.66323889,6.433417957,6.604561707,4.022747579,6.394119391,6.695401584,7.993146527,7.575248587,13.22672362,12.72042461,14.03013212,13.8580054,17.15737296,24.06748167,28.46086512,23.6322679,27.03289275,15.42330784,15.07543331,18.67496678,24.37863994,40.62491698,30.55914976,26.47136512,24.14218803,32.57480987,33.46045075,31.26789977,24.05806427,23.61160582,16.71798261,16.07806251,14.23476912,
Belgium,BEL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065754518,0.056823183,0.069680219,0.061327225,0.046923133,0.048076068,0.053812697,0.058161709,0.057091839,0.048415776,0.057282034,0.057937175,0.058469141,0.059821219,0.059929915,
Benin,BEN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,5.8220698,4.976941146,4.662753073,6.802377944,6.490971194,7.286798703,6.546271394,8.822121509,6.755089798,6.611392276,7.107902744,6.165636002,9.202383402,10.35070873,12.58494761,11.06816179,8.13957373,7.271935104,6.509894906,6.847391669,7.769670072,7.540361552,9.45120731,5.845186819,9.754765017,9.393017077,8.457789391,8.048561708,7.542500087,4.491879043,4.708897365,4.39920542,4.724188091,5.774295828,4.278261511,4.152060234,4.174521444,4.960179093,5.020792833,5.071260492,4.670924223,4.715324939,5.361766898,4.835128974,4.701704613,
Burkina Faso,BFA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,5.847802437,4.829030361,4.701513728,7.405079391,7.009037829,7.692838324,6.829501114,8.715195135,6.381592841,6.802046945,8.094870752,7.126011644,10.41095604,7.31133203,7.451394846,4.914922952,6.101070839,5.15630633,5.253284012,5.069281403,6.459112822,6.500696524,9.455464949,7.412469373,11.51963111,13.8071067,12.73262631,12.7150642,11.63509503,5.174535533,5.979737162,5.378661239,6.440099073,7.167862916,6.17092991,7.141679931,7.316461393,9.174581586,10.40283594,11.98119001,14.90886601,18.66983896,18.56991023,16.26633829,15.86301969,
Bangladesh,BGD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.272528187,1.013435009,1.48117164,2.178142602,1.735592903,2.71407885,3.144552069,4.859464996,3.71880315,3.637434507,4.120633506,3.185237201,5.000521786,3.7845746,3.424205794,2.39431569,3.309312717,2.74750287,2.785828641,2.45857728,3.003699208,3.149732171,3.079980836,2.855712663,2.576754129,2.758800533,2.632945723,2.240535566,1.996103676,1.959296937,3.156038097,3.273358695,2.741518019,3.765775895,3.939908389,5.618232462,6.064446465,6.395000381,7.805037965,4.0701064,4.531520283,4.480720938,3.837039837,3.425740389,3.09503332,
Bulgaria,BGR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.142245835,1.601494132,1.858032831,1.02273358,0.783787689,1.058354909,0.325440208,0.247829368,2.494116874,2.340519911,0.910161864,1.693899139,1.802794552,1.776080001,2.156705787,1.921157494,2.345280808,2.002996107,1.014445918,1.486130709,1.576104354,1.178485687,1.033478515,1.005668509,1.48930232,1.798932052,2.827914853,2.27852489,2.330555068,1.426510199,2.158527183,2.980836642,2.41674549,2.095102082,1.871931265,
Bahrain,BHR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,85.82439013,78.32622129,53.53592371,43.05264328,45.05143437,43.27641204,35.59385052,37.46984856,27.77191066,31.73036554,39.35602614,30.36830175,28.97947725,25.52774215,21.63456199,22.36834746,27.53108606,25.5737485,17.78035733,19.94419144,29.09883813,25.74839382,22.00415378,26.32233966,27.21543414,35.20795421,34.05755732,31.36698383,38.38293059,22.8435218,24.34914005,28.28671449,23.70511903,24.66808332,19.90077795,
"Bahamas, The",BHS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.03104884,0.022525762,0.02799378,0.059094171,0.052684971,0.070881477,0.088871711,0.12319154,0.072917627,0.082231557,0.087155165,0.044138642,0.093713061,0.05622646,0.046626293,0.01435307,0.038439659,0.035101603,0.034090525,0.03122784,0.302990059,0.232747451,0.165640561,0.175695641,0.159108027,0.184172404,0.196888848,0.121456357,0.026684034,0.02012767,0.017060903,0.01756771,0.018002644,0.019314697,0.019170116,0.019209999,0.021586565,0.026709413,0.033759843,0.039259388,0.040062023,0.045627122,0.037964923,0.031699961,0.054585104,
Bosnia and Herzegovina,BIH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148728885,2.571314481,0.062791158,2.999711951,2.19073036,2.183504758,1.83331895,1.602320196,1.202811772,1.172021529,1.632377601,1.636398276,1.384315973,2.263896355,6.371275065,1.784431104,3.888171002,6.954139544,4.084406276,2.025915739,1.48913882,
Belarus,BLR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.132568173,4.087170705,3.666061045,3.94840504,5.513598361,5.287244024,1.692068101,2.896410017,3.885439734,3.586985751,2.849471435,2.835124655,2.853321997,2.871948015,2.755361568,2.442877238,2.441711839,1.945391795,2.14338442,2.526880626,2.602099361,2.301181791,1.941817449,
Belize,BLZ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.677693915,0.518443069,0.577683975,0.825161189,0.677317513,0.83431684,0.861034675,1.282270948,1.162179871,1.176932866,1.078740987,0.996671876,2.37402853,1.054297869,0.64816687,0.411411696,0.377646505,0.311143577,0.273251052,0.236945494,1.918156444,1.82266972,1.590667387,1.425768178,1.350715806,1.715074086,1.412276266,1.404062183,1.152578951,0.987683413,0.69142777,0.687218321,0.722592586,0.70910668,0.630500457,0.621731317,4.378100899,5.943551826,8.735105552,6.004607174,8.327867101,9.342520627,7.172130835,6.319868007,3.916399832,
Bermuda,BMU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.91221626,3.109890453,4.350399567,9.528690635,16.51874415,10.33695247,9.943289104,11.05743477,10.18852684,14.69441224,17.57716451,11.02739071,11.91850226,10.25700866,7.828186926,7.558939222,6.658631632,6.163320797,7.790122282,9.319090893,11.1328815,7.41179572,7.036937353,6.967984656,6.966626677,7.24951929,7.960928526,6.825056896,4.568798583,4.086499535,8.552145568,10.22840224,10.11576074,16.42425994,22.94036333,38.96762103,38.2628413,36.60893098,39.68888005,17.20652247,19.54598836,21.7958045,18.04075857,16.86576681,12.64897373,
Brazil,BRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,5.815342022,3.323019178,3.648539726,3.348166487,1.800962237,1.921800537,1.557778276,1.50207341,3.489743173,2.605226338,3.832585363,3.377696413,2.555031718,2.338505386,2.159410131,2.087643077,1.983246801,3.190335345,3.536007388,3.827598223,4.820668936,5.408382395,5.374185385,6.338100101,6.566899714,7.254887282,7.909063801,4.582327098,5.994677009,6.177797859,5.82990163,5.337813717,5.015439122,
Barbados,BRB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.110875746,0.09865514,1.014508686,0.854097034,1.418681909,1.23506127,0.535062738,0.447876517,0.351762673,0.339703327,0.512276661,0.402178126,0.438093929,0.39893842,0.322904305,0.360484262,0.358780135,0.289507813,0.244936752,0.356912651,0.532150617,0.393677702,0.30749973,0.388017265,0.456197594,0.614491611,0.652236535,0.699390109,0.987988013,0.377010565,0.608652261,0.809677819,0.787498788,0.761007961,0.608975961,
Brunei Darussalam,BRN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,30.66818247,37.74329112,41.87239569,56.1217134,81.79362665,71.7266254,77.50184079,74.76665269,74.92961213,,74.47221829,64.15357482,62.30238193,63.42248165,60.42448591,61.83203431,56.18100076,48.04411911,40.2473059,38.932762,44.71258885,39.34335012,36.52095151,36.25393863,33.71382063,32.26616073,36.74794857,33.03621787,28.27562336,31.69685249,50.70635931,48.61654331,42.30674147,53.56252352,52.93767366,67.20684366,63.07600685,57.37286025,67.66949772,43.4626349,45.02609633,41.2890958,38.36057182,35.03387363,25.9070152,
Bhutan,BTN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,64.92091611,48.07689799,69.18775037,39.08101752,34.64047163,24.18935918,33.41100215,25.20352605,25.39804476,25.06583882,29.55791362,36.47761317,37.0752933,30.62500307,24.79955301,28.2124309,27.05190142,20.01575401,19.69240084,20.06171345,18.84384109,17.85818527,16.66536881,15.75802394,14.07404762,11.99780363,15.60301897,20.17443574,18.89026633,16.86333062,25.14951363,23.28604081,20.02858701,16.2223859,25.09073939,
Botswana,BWA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.422092086,1.556870893,1.345885226,2.020904492,4.170964679,4.023594763,8.045789324,6.364603059,2.583802681,4.208719708,4.031313619,3.216640985,3.699373209,2.02588802,1.277374698,1.540495945,0.85066823,0.656649732,6.766885291,5.126906761,1.772031433,1.236658911,0.700558073,0.448720984,0.738308779,1.01361914,0.741083853,0.688217493,0.504370863,0.321932261,1.306048129,0.410021824,0.372326278,1.486267934,3.372387092,3.794392041,7.980872118,9.335122683,6.562388799,11.61407943,4.608758779,3.996135052,3.995688225,4.360524878,2.690678502,
Central African Republic,CAF,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,3.929280234,3.204819739,3.319991725,5.306357476,5.621107612,5.761177271,4.557296212,6.016428421,4.829529807,5.438996333,6.322530925,5.903380353,8.126911761,5.982738969,6.026468841,3.178420579,3.980690207,3.68462849,3.91060689,3.729962655,6.297654412,6.132423425,6.864301881,6.355003777,11.81122146,12.48736891,12.05473329,13.15887583,13.51601512,9.602801823,11.21668916,10.77969887,11.35374227,11.78669645,8.142849372,8.395007729,10.01000247,9.869562698,11.86291657,9.080998258,8.476151605,9.125168928,10.51367484,14.17326231,11.8526098,
Canada,CAN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.424849116,2.253003733,2.22959217,3.655445833,7.080192478,5.362120741,4.801884429,4.998924926,4.892430545,10.00032935,9.561846531,7.49458507,6.561593939,5.242439909,5.102917581,4.551116703,2.246706813,2.376033734,2.44958158,2.218983612,3.767302587,2.965633549,2.919556106,3.189361635,3.120636459,3.440943243,4.136732811,3.644567361,2.340203799,2.173209229,4.93437506,4.220941409,3.75247408,4.651266372,5.231333963,6.961838946,7.289657613,7.309140822,9.129771323,4.260510888,5.025616318,6.152116951,5.444780249,5.22364304,4.554253127,
Central Europe and the Baltics,CEB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.101877663,1.266127684,1.345516123,0.844491338,0.745017186,0.939814887,0.325440208,4.148537495,4.813751108,4.509022576,2.888044557,2.410650653,2.177091666,2.108888789,1.748033142,1.590541932,1.61804114,1.455967795,1.034882129,1.105713173,1.695336734,1.425497857,1.230741695,1.344116888,1.497729334,1.555333639,1.679045373,1.486511109,1.854346204,1.10451995,1.431116898,1.687017413,1.458063416,1.281595242,1.111930701,
Switzerland,CHE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,0.019876125,0.017132958,0.017398904,0.011934701,0.011849304,0.012156321,0.011697684,0.007280538,0.010247517,0.007472828,0.110445826,0.063427272,0.061167633,0.066562629,0.060486812,0.05876059,0.052216625,0.057818293,0.051113984,0.04872788,0.098424033,0.056724945,0.054386342,0.052004219,0.042188767,0.044914205,0.052603298,0.058176492,0.051472294,0.042500111,0.045626165,0.038666513,0.036215613,0.037406315,0.039775224,
Channel Islands,CHI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,9.998214866,6.657336603,5.87230159,7.44923826,11.40304543,13.27747303,13.47206867,9.414929973,7.821298932,9.851171672,9.427132572,6.30504718,7.792728995,9.885569012,8.644807778,10.34969557,8.187559274,9.445313098,12.84747548,13.56556837,13.88272155,11.19934813,9.566954077,7.792596932,8.767141082,9.748338733,8.069939638,7.751737189,6.000161492,6.843795799,8.313613411,7.966430009,8.131392863,8.98497403,13.26716487,14.57577355,22.73882682,23.03942054,21.57220894,16.20837718,19.18681299,19.80626294,17.45633836,16.29367278,16.2166975,
China,CHN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.286391731,1.300291997,1.443463324,2.742660129,5.923505929,9.004704808,10.89579164,11.133039,12.98915755,18.91847318,22.92695572,27.52970322,26.46350437,16.02278637,12.3034538,11.37393917,5.275640182,6.564247716,5.541052194,5.587665634,8.33641551,6.852712725,6.027738437,5.185716431,4.119018225,3.853091649,4.020249395,3.249754033,2.072992387,1.97272143,3.041530121,2.735376811,2.198430592,2.58977974,6.817630699,6.300955774,7.035092018,8.658075021,14.4177354,5.514518205,8.664178796,10.72476696,7.111274951,5.792579284,4.004821579,
Cote d'Ivoire,CIV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.81862248,1.420892471,1.419944081,1.89716127,1.636666483,1.741129778,1.338606162,1.454388016,1.08624957,1.19560592,1.563808343,2.368766496,3.482089261,4.763049465,5.036514425,4.375492918,2.019030356,1.986791967,1.6105527,1.237243863,4.08299839,3.538966998,3.295179563,3.141899988,5.418900746,5.242315128,5.123647764,5.112618939,4.56640503,4.224052436,6.297884897,5.105915449,4.478160701,5.067245648,5.193482274,8.121816945,11.40393959,10.21257405,12.99892802,8.485903588,8.579278782,10.56149819,10.20506844,8.754618985,7.271734543,
Cameroon,CMR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.26113683,1.814713725,1.817177089,2.655407728,2.15221939,2.354049587,1.999745767,2.732401187,2.88083743,9.310247264,15.37852089,16.36399372,18.60312589,16.50076065,21.67641838,18.97918396,7.289771463,8.416498767,6.209145514,8.031526254,12.21036294,8.99405832,9.60465648,6.960604537,10.43094912,12.44454381,12.60519158,11.5972322,8.38830374,8.073831901,13.84536439,10.11967148,9.862498789,9.873245846,9.72746143,11.80080719,13.42271581,13.63788845,15.68044384,9.280879915,10.15360042,10.6703225,11.0866678,10.74777882,9.899222167,
"Congo, Rep.",COG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.343582106,1.084349774,2.091252959,8.895013773,33.22861794,18.41653994,23.43262892,22.41624091,26.05990614,51.62024841,50.44585115,49.32759412,45.92332526,48.10885647,49.34034182,45.42710602,25.50939305,29.85801212,27.16566831,35.06140747,45.64432625,37.81084951,36.52044337,54.36062322,53.2195497,51.1642653,54.55988776,64.53806422,49.21682306,59.32019989,73.9525858,65.89933553,61.68598424,58.97914344,59.55050903,71.89968786,77.05454025,65.11788333,67.5150742,55.93829683,65.96277416,69.39654446,67.40828818,57.64606275,48.18693713,
Colombia,COL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.79706598,2.083310516,1.918942487,2.449997507,6.172319888,5.550661759,4.883313095,4.256090365,3.592932605,6.144750454,6.654285016,6.351469081,6.246290342,5.212388711,5.262777888,5.550593022,4.38095047,6.544134503,4.939544694,6.096625963,9.462721765,7.629779357,6.132354512,4.940570901,3.215011623,3.910832422,4.690982926,4.226643704,3.135967438,5.177366996,7.129107394,5.394368626,5.166762189,6.459681059,7.98197118,8.174331941,9.412356943,9.053323139,13.90100708,7.627205104,10.20460504,13.39834102,11.15258299,10.09488628,8.417281476,
Comoros,COM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.560686396,1.396339092,2.218250085,1.3724169,1.321842054,0.897993366,1.057171046,0.87153133,0.946693634,0.982829766,1.243948555,1.296237758,1.259214837,1.050378552,1.884190223,2.920954732,2.977049522,3.024228666,3.148790363,2.184411162,2.412905838,2.181089073,2.369336674,2.858737166,2.118960053,2.200432591,2.177119781,2.719597698,3.04578163,3.064804404,2.787138956,2.91560358,3.518213376,3.381669852,3.367235076,
Cabo Verde,CPV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.178353705,0.962649602,1.400076515,0.88717276,0.856785264,0.580551563,0.691580147,0.546973343,0.551672002,0.530015553,0.59049056,0.602848576,0.567237862,0.318181274,0.516455607,0.692727599,0.700350203,0.696627397,0.707396377,0.368259146,0.414718744,0.397061463,0.44767289,0.616511256,0.513817172,0.49720631,0.426361964,0.48962145,0.479518629,0.544641549,0.488834171,0.504584928,0.632262252,0.62153141,0.642384532,
Costa Rica,CRI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.850289474,1.439253157,1.439299881,2.085907301,2.009784114,2.357017699,1.583106919,2.18530605,1.929923343,1.882347634,1.972971919,3.29664915,7.316851416,1.709973677,0.895426646,0.519242317,0.465107977,0.421823064,0.40571679,0.354308121,2.228994426,2.390190448,2.248613347,1.868718032,2.127313507,2.678089349,2.301707376,2.097102059,1.357979231,0.918871617,0.846919132,0.912380677,0.823094144,0.867038295,0.850990095,0.885258013,1.205636633,1.304417966,1.227595639,1.100977684,1.533855448,1.065275775,1.023111832,1.000664993,1.293571237,
Caribbean small states,CSS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.622785442,8.113899244,7.295784265,8.29262021,20.36092425,16.39095463,17.47053717,18.16523652,18.73826411,29.21141722,25.72878177,24.80415431,16.87383717,13.42955939,14.81503872,13.69648572,8.961601996,8.665361728,6.899572415,8.271002422,10.45714372,9.865061811,9.017090434,8.109501159,7.530078896,6.897331258,8.298919774,6.867855645,4.497603405,4.871017995,9.86191853,8.918382614,7.67286743,13.2474048,14.85998009,22.40198032,23.80272124,22.06970129,27.32502946,15.99747715,15.75573208,16.61637001,14.00832916,1.926517241,1.948022707,
Cuba,CUB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.895922273,0.745311979,0.658167458,0.625634269,0.617117848,0.747088574,0.782273505,0.811178196,0.470223651,0.868171168,0.997440924,0.821407269,1.172460137,0.787957683,0.668949387,0.709704728,0.321448305,0.397648125,1.521201698,1.595323743,1.092512937,1.029268533,1.104619686,0.941070334,0.825162616,1.189811284,1.36609983,1.346756074,0.905964696,0.918018746,2.351936702,1.578051778,2.0280996,2.819618092,3.646018381,4.097607773,5.123587545,8.001715194,5.083070017,2.695496202,3.997845458,4.400446908,3.469384881,3.209899675,,
Curacao,CUW,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
